# 2025/04/21 - 16:16 | PDB: 16.25 | UniProt: 2025.02
SP_PRIMARY,PDB
P18484,2vgl;2xa7;6qh7;4uqi;6uri;6yah;6yaf;6owt;7z5c;6qh6;6qh5;6yae;7oho;4nee;7og1
P18485,1iax;1iay
P18486,6jrl
P18505,9cxd;9ctv;9cxb
P18507,7qnb;8sid;6huj;7qne;9ctj;9crs;6d6u;9eqg;9ctp;6x3w;9cxb;8dd3;9drx;9ct0;9cx7;9crv;6huk;7t0w;7t0z;8si9;8vqy;6hug;6i53;8bhg;6hup;6x3t;6x3u;6x3z;9csb;9cxa;9cxd;6huo;8dd2;9cxc;6x40;6d6t;9ctv;8vrn;7qna;6x3s;6x3x;6x3v;8sgo
P18508,6dw1;2pr9;6dw0
P18509,6lpb;7wbj;8e3x;8e3y;2jod;6vn7;6p9y;6m1i;1gea;7vqx;2d2p
P18510,1irp;1ilr;1ilt;2irt;1ira
P18511,1fu3
P18524,1cfv
P18525,1ar1;3hb3;3ehb;1mqk
P18526,1qfw
P18527,3ab0;2dtm;2dqt;2dqu
P18529,1bfv;1i8i;1i8k
P18531,2ibz;1ezv
P18532,1kcs;1kcv
P18541,7x6v
P18545,3jwr
P18546,1k3v
P18548,1w2n;1w2o;1uo9;1dcs;1rxg;1uob;1hjf;2jb8;1e5h;1unb;1rxf;1e5i;1hjg;1uof;1uog;1w28;1w2a
P18564,5net;8tcg;9cza;5ner;5ffo;9czd;9cz7;5neu;4um8;4um9;9czf;5nem;5ffg
P18568,3wa1
P18572,7y1b;7y1q
P18573,5ks9;2nna;4z7w;4z7v;4z7u;4gg6
P18577,8cs9;7uzq;7v0k;8cte;8crt;8csl;8csx;7v0s
P18583,7cir;7dyn;7ciq;7cis
P18592,4bqk
P18610,3kz4;3j9s
P18614,2b2x;1ck4;1mhp
P18615,8ui0;8uhg;8uhd;8jj6;1x5p;7ycx;9j0p;2bz2;8w8e;9j0n;9j0o;6gml;2jx2;8uha
P18619,1fvl
P18621,8jdj;8g5z;9b0r;8fld;7qvp;7xny;8g60;8g61;8a3d;8k2c;8fkv;8fku;8rl2;9g8m;8qoi;5lks;4v6x;9gmo;8ohd;8yoo;8qyx;6ip5;6zme;6y0g;8fl3;8ir1;4ug0;6y2l;6ip8;6zmi;8flf;8oj0;6om0;5t2c;7bhp;8jdk;6z6l;8ife;8oj8;8ie3;8ujc;9b0f;8yop;8ukb;6olg;8fkw;8fkx;8fl4;8fl6;8idy;8ujd;8uiz;9b0p;6ole;6zmo;8fkr;8ujj;8qfd;8jdl;8uj9;9b0s;6z6m;8fkp;8xsz;8ine;8fle;8uiy;6oli;7xnx;7f5s;6w6l;8g6j;8fl7;6lqm;8ir3;8fl2;8ujk;6om7;6zm7;8fky;8glp;8fkt;8inf;9b0g;8flb;8ifd;6z6n;8g5y;8ink;8y0x;8jdm;8xsx;8fl9;8fla;8ipy;9b0q;8idt;5aj0;6xa1;6y57;8ipd;8ipx;8oj5;8y0w;8flc;5a8l;6lss;6lu8;6olz;6olf;6ip6;8fkq;8fks;8fkz;8xsy;9b0h;9c3h;6lsr;7ow7;6y6x;6qzp
P18627,7tzg;8sr0;7um3;7tzh;8so3;9bf9
P18640,3r4u;2qn0;3n7k;3r4s;3deb
P18644,3gyq
P18654,5o1s;3g51;4gue;4m8t;4el9;3ubd;2qr7;4mao;2qr8
P18668,8yly;8ym3
P18669,6isn;7xb8;1yjx;8it4;8itd;5y35;1yfk;8it8;5zrm;5y2u;7xb7;8itb;5zs7;5y2i;5y64;5zs8;8it6;4gpi;5y65;8itc;7xb9;4gpz;8it5;8it7
P18670,1ugw;5j4x;5j51;5j50;4r6o;1ws4;1toq;1pxd;1ku8;5j4t;1jac;4r6r;4ak4;1ws5;4r6p;1tp8;4akb;5jm1;1ugx;1uh0;1m26;4r6n;4r6q;1uh1;4akc;1kuj;1ugy
P18671,1jac;1ku8;1kuj
P18673,1ws5;1tp8;1uh1;5jm1;1uh0;4r6r;5j4x;1ws4;1pxd;4r6p;1ugy;1m26;5j50;5j51;5j4t;4r6q;1ugx;1ugw;1toq;4r6o;4r6n
P18674,3lm1;1jot;3lly;3llz
P18676,3lm1;3llz;1jot;3lly
P18683,1hji;6alg
P18708,1qcs;3j97;1nsf;3j94;6mdp;1qdn;6ip2;6mdm;3j95;3j98;3j96;6mdn;3j99;1d2n;6mdo
P18754,5e2b;5tbk;1a12;5e2a;5e1m;5e1o;6dub;5e1d;8ux1;5e1b;1i2m
P18757,8j6n
P18759,1cr5
P18771,5nxh;4uxg;4uxf;4uxe;5nxf
P18774,6bbk
P18791,8qm0;8a42
P18797,1ckv;4gam
P18798,7tc8;1xvb;1mmo;7tc7;1fz9;1xmh;1fz3;1fzh;1fz1;1fz4;1xu3;1xvc;1xvf;1xmf;1xu5;4gam;1xvg;1fz8;1fz0;1fzi;1mty;1xmg;1fz2;1fz5;1xvd;1fyz;1fz6;1fz7;1xve
P18825,6kuw
P18827,4gvc;6eje;4gvd
P18843,1wxg;1wxi;1wxe;1wxf;1wxh
P18848,1ci6
P18851,7ad3
P18852,7ad3
P18858,9bs3;8vdt;7qnz;7kr4;9bs4;8vzm;7l34;1x9n;7sxe;6p09;7kr3;5yy9;6p0a;7qo1;6p0d;6q1v;8vdn;8b8t;7sx5;8vzl;7sum;8vds;6p0b;6p0e;7l35;6p0c
P18859,8h9k;8ki3;8h9s;8h9g;8h9v;8h9u;8h9n;8h9t;8h9r
P18868,1ma1
P18872,3c7k
P18875,1ruy
P18880,7kqi
P18886,2h4t;2fw3;4eph;2deb;2fyo;4eyw;4ep9;2rcu
P18887,3lqc;3k75;1xna;1cdz;2w3o;2d8m;5w7x;3k77;5w7y;1xnt;6wh2;6wh1;5e6q
P18888,7c4j;6uxw;7egm;6uxv;7egp
P18891,1iuc;1iub;6gke;1ofz;5mxc
P18892,4hh8
P18893,4x51
P18895,8q2o;4azl;4b61;8pz4;8rqp;5d5d;4xnl;4xnk;4afk;3rbh;7acg;5iyu
P18902,1kt3;1hbp;1erb;1kt5;1kt6;1fen;1kt4;1kt7;1fel;1fem;1hbq
P18910,7brl;3a3k;7brg;7brh;7brk;1dp4;7bri;7brj;1t34
P18912,1php
P18913,6xky;6xl0;8uxj
P18925,3lad
P18929,8b9z;8ba0
P18930,8b9z;8ba0;8esz;8esw
P18931,8ba0;8b9z
P18932,8b9z;8ba0
P18933,8esz;8ba0;8b9z;8esw
P18934,8b9z;8esz;8ba0;8esw
P18946,3l73;3l72;3l75;3bcc;3l71;4u3f;3l74;3cwb;3l70;3h1i;3h1j;2bcc;3tgu;3h1h;1bcc;3h1k;3h1l
P18956,2dbx;2dbw;5b5t;2e0w;2z8k;2e0y;2dbu;2dg5;2e0x;2z8j;2z8i
P18958,1smp
P18962,7obr;3kl4;3zn8
P18965,3s9a;3sbk;3s9c;3s9b
P19052,5gti;8irg;8ir6;4il6;5ws5;7czl;3wu2;6jlp;6jlk;7eda;8ire;7cjj;5b5e;8irf;7cou;8gn1;4ub8;6jlm;5ws6;7d1u;8ir8;8irc;6jll;8iri;5b66;7d1t;6jln;7cji;8irh;8irb;8ird;8ir5;5gth;6jlj;5v2c;7dxh;8gn2;8ir9;8ira;3a0h;7dxa;8ir7;6jlo;8gn0;3a0b;4ub6
P19054,6jlm;4il6;8gn2;8ir5;5gti;8irh;6jlp;5ws5;7cou;7d1t;5gth;7cji;7cjj;6jlk;7eda;7d1u;8ire;3a0b;8ir9;8ira;8irb;8irc;4ub6;3a0h;6jlj;6jlo;4ub8;8gn0;6jll;7czl;8ird;3wu2;8iri;8ir6;6jln;5b66;8ir7;8ir8;5b5e;8irf;5ws6;8irg;5v2c;8gn1
P19056,7yml;8b64
P19057,7yml;8b64
P19060,3h3y;5iv7;3h3w;3h2t;5iv5;5hx2
P19061,5hx2;5iv5;5iv7
P19062,1n7z;5iv5;1pdm;1tja;5iv7;5hx2;1n8b;1n80
P19079,1ux0;1uwz;1ux1;1jtk
P19080,2cht;3zop;1fnj;1dbf;3zo8;3zp4;3zp7;1fnk;1com;2chs
P19086,8dzs
P19087,6n84;6n85
P19091,2qpy
P19096,5my0;6rop;5my2
P19097,8psl;3hmj;8ps9;8psj;8psm;2pff;6ql6;2ml8;2wat;8ps2;2was;8psf;8psp;8ps1;8psk;8ps8;6ql7;8prv;2uv8;8psa;6ql5;8psg;8prw;6jsh;6ta1;6ql9;6jsi;2vkz;6wc7
P19099,6xz8;7m8i;4fdh;7m8v;4dvq;4zgx;6xz9
P19113,7eiw;7eiy;7eix;4e1o
P19120,3c7n;1ats;1ba0;1qqo;1ngf;6h54;1bup;7odd;2qwm;2qwp;7o6r;1qqm;1yuw;1kax;2qwo;1atr;2qw9;1nge;4fl9;1kaz;1ngi;1hx1;2qwn;1ngd;1ngg;7odb;7odi;2qwl;1qqn;1ngc;1ngj;1ba1;1nga;1ngh;3hsc;2qwq;2qwr;1ngb;1hpm;7plk;1kay;2bup
P19123,6klu;6klt
P19134,1jnf;1tfd
P19137,8dmk;5mc9;2jd4
P19139,2r7i
P19146,1mr3
P19148,1a0c
P19156,6jxk;5ylv;7w47;8ijw;8jmn;7et1;3ixz;8ijv;7w48;6jxj;6jxi;8wa5;2yn9;2xzb;7w4a;5y0b;7efn;7w49;8ijx;4ux2;5ylu;1iwc;4ux1;6jxh;7efm;7efl;1iwf
P19157,1glp;2oac;8c5d;2glr;1gti;2oad;1glq;3o76;2oa7;1gsy;1bay
P19174,1hsq;2hsp;4ey0;7nxe;4fbn
P19205,7px8;7qun
P19212,6p6a;5vqi
P19214,2mtw
P19221,2pv9;3edx;3hk3;2ocv;3hki;2pux;3hk6
P19235,6moi;1cn4;6e2q;4y5v;6mof;4y5y;1eer;1eba;8vui;6moe;4y5x;2jix;8vvo;8vvm;2mv6;6mol;6mok;1ebp;6moj;1ern;6moh
P19239,6t6l;6t2a
P19242,5ds1
P19243,5ds2
P19247,4owl;4owj;4owk
P19250,3a57
P19253,7ls1;7cpv;7cpu;6swa;7ls2
P19256,1ccz;1ci5;1qa9
P19259,2loe
P19263,7uig;7uic;8cen;7uil;7uif;7uio;7ui9;7uik;5oqm;8ceo
P19267,5t5k;1bfm;1b6w;1a7w
P19320,1vsc;1vca;1ij9
P19321,3n7j;3obr;3ogg;5bqm;3rmx;5bqn;3obt;3rmy;2fpq
P19329,1avb
P19334,5f67;7cqv;7cqh
P19337,4is2;4is3
P19338,2fc8;2fc9;2krr
P19339,1sxl;1b7f;2sxl;4qqb;3sxl
P19352,3u59
P19367,1hkc;1cza;4fpb;1hkb;1qha;4f9o;4foe;1dgk;4fpa;4foi
P19385,4cvd;5i8l
P19387,5iyd;9ehz;5iy6;5iy7;9ei1;9ei4;6drd;5iy8;7lbm;9ei3;5iyb;6xre;5iy9;5iya;5iyc;6o9l
P19388,9k39;5iya;9k3u;9ei4;9lkt;9fsp;7dn3;9k38;7lbm;6xre;8iue;8iuh;7d58;9k3v;6drd;7fji;7fjj;7vba;7ast;9ehz;7d59;7aea;7a6h;8ity;7du2;9fso;7obb;9ei3;9lxn;9fss;9ei1;5iy9;5iy7;9fsr;9k2g;7vbc;9lxo;5iyd;5iy8;6o9l;5iy6;9fsq;5iyb;7ob9;7vbb;9k36;9k3b;7ae1;8a43;7ae3;5iyc;7oba
P19397,6wvg
P19398,1ate;1ata;1atb;1atd
P19399,3fju
P19400,1f34;1f32
P19404,5xth;5xtb;5xtd;5xti
P19409,4lgc
P19415,6ovb
P19419,1dux;5vvt
P19424,1g01;1g0c
P19429,8dzv;7uh9;8fmo;2krd;8fms;2n7l;7uha;7svc;7sxd;8fmr;4y99;7uti;2l1r;7swg;1ozs;1j1e;8fmp;6kn8;5w88;7sc2;7sxc;7sup;7jgi;5wcl;8fmt;2mzp;1lxf;5vln;8fmn;2kgb;7swi;8fmm;6mv3;1mxl;1j1d;7sc3;8fmq;6kn7;7utl
P19436,5eka
P19438,7kp8;7kpb;7k7a;1ncf;1tnr;8p6q;1ft4;7kp7;1ich;1ext
P19440,7ld9;4gg2;4zcg;4z9o;5v4q;6xpb;4gdx;4zbk;6xpc;7lbc;4zc6;7la5
P19446,1smk;1sev
P19447,6ro4;5iy9;7nvr;7ad8;8eby;8waq;7nvw;8ebw;7ena;8gxq;8ebt;7enc;8bvw;8byq;8ebs;5iy7;8ebv;8wao;5iy8;7nw0;7egb;7nvy;8wak;8wan;6o9l;7nvx;5of4;7egc;4ern;5iy6;6nmi;8wal;8was;8gxs;5ivw;8ebx;7lbm;8wap;8ebu;7nvz;7nvv;6o9m;8war
P19456,5ksd
P19466,1wap;4b27;3zzq
P19474,5jpx;6fga;7bbd;9qba;5olm;8y5b;6s53;8a58;8y59;8y58;2iwg
P19478,3pjn;2o6d;2o6c;2o6e;2o6f;3pjl
P19480,1zyn;1hyu;1zyp
P19483,2jdi;6zit;2w6g;7ajb;6z1u;2wss;1h8e;2jj1;5fil;7ajc;7aji;1nbm;6zpo;6zqn;1e1q;7ajg;4tsf;5fik;6ziu;2w6h;2jmx;5ara;2w6e;2w6i;1w0j;2jiz;1cow;1h8h;2ck3;2v7q;7ajj;4yxw;1qo1;1efr;7ajf;2xnd;6zqm;7aje;6z1r;5ari;1ohh;2w6f;1e1r;7ajd;4z1m;4tt3;6ziq;1w0k;1e79;5arh;5fij;2w6j;4asu;2jj2;5are;7ajh;6yy0;1bmf
P19484,7ux2;7uxh;7uxc;7y62
P19487,4tuf
P19490,6njn;8c2h;7qhb;8c2i;7ocf;8ayl;3saj;2aww;8aym;6qkz;7oca;7ocd;8c1q;6qkc;8ayo;8p3w;7qhh;8c1p;8p3u;8ayn;7occ;8p3v;8p3t;7oce;6njl
P19491,3ik6;3kgc;6q54;1p1n;4x48;3pd8;3ilt;6gl4;5fhm;6u5s;5vhz;7tnm;6yk5;7qhh;8ss2;8fq5;8fqe;9b64;4gxs;3t9h;3o2a;3ijx;4u1w;4u1x;1nnp;6u6i;3bft;4u4g;4u22;7rz8;5fth;8ss3;8ss6;9mrk;9mrl;9b68;2al4;1mxy;6qkz;6fqi;6faz;5kbt;5l1e;8fq6;2xx7;9dht;9b67;1mqd;1mxu;4l17;3t93;2xxh;6giv;5l1g;1m5c;1nnk;1ftj;1fto;4u4f;3lsf;3il1;5vhy;7rz5;7qhb;7ocd;7ocf;8fqf;8fpy;8fp9;8fpl;1mqi;9dhq;3b6q;8ssb;8p3y;8vj7;2cmo;1syi;4u2r;4g8m;3o28;3h6w;5wem;1p1u;1p1w;2p2a;1wvj;5fwx;4u21;3pd9;6ruq;6njm;6yk4;7oce;4o3c;7tnn;8fpk;8ss7;8ssa;8vj6;3tkd;3ijo;6hca;6hcc;6dm1;5kk2;1n0t;1gr2;3ilu;2gfe;4u2q;4u4x;1mxx;4u1o;4u1z;4lz8;3t9u;1p1q;1lb9;3o6g;3rtw;3h5v;5vov;5vhw;5vot;5kbv;4yu0;4u5d;4o3b;6fqk;6yk6;7rz7;7rza;7tnk;8fpc;8ayo;1my0;8c1s;3bbr;2al5;4isu;4iy5;4iy6;3t96;5wek;1ftm;4yma;4u5b;4u5e;4u5f;8c1r;8fqd;8fr0;4u5c;3h06;6njn;6hch;7occ;8fph;8fq3;8ss5;9mrm;9b5z;9b6a;1mqg;9dhr;3pmw;3h6v;5nih;5cbs;1ftl;6dm0;1ms7;1m5b;4u2p;4h8j;3h6t;3bfu;6fqj;5vhx;5ng9;4o3a;8p3q;8fps;8fp4;1syh;7oca;6peq;6yk3;7tnl;5buu;1my4;9b61;9b69;1mqh;1mqj;3hsy;2xxi;2i3v;4z0i;5cbr;4u1y;6ud8;6fqh;6hcb;1lbb;3h5w;3m3l;6ucb;6o9g;7ryy;7tnp;8ss8;1my1;9dhs;4lz5;3b7d;5ns9;5ide;5l1f;5l1h;1my3;1mxw;9dhp;4lz7;3t9v;3n6v;3b6w;6dlz;4q30;3t9x;1m5d;6hc9;3lsl;1xhy;5l1b;5kbu;4uqj;6qkc;8fpv;8fq2;8aym;8p3z;2xx8;1mxz;2i3w;2anj;1mxv;3tdj;3pmx;3dp6;2xx9;3b6t;5wen;5weo;5o9a;1mm7;3rtf;5fwy;8ss4;4n07;8ayl;9b60;5wel;5n6p;1ftk;1lb8;6fqg;4u4s;4uqk;4igt;6yk2;7rz9;8ss9;1my2;8p3x;8p3s;8fqa;8fqb;8fqg;9mrn;9b63;3o6i;3pmv;3h6u;1p1o;2uxa;2aix;5kbs;4uq6;5oew;6xsr;7tno;8fpg;8fq1;8ayn;5jei;5elv;6ud4;7tnj;7ryz;7rz6;6zyu;8fpz;8fq8;4fat;3kg2;5fho;1mm6;1m5e;1lbc;3o6h;4u23;3tza;3bki;5vou;8qez;5fti;8fqh;1fw0;3o29;3o2j;5fhn;5idf;1m5f;6q60;3h03;6njl;7rz4
P19492,6fpj;4f3b;3m3k;3o21;3rt8;3lsx;4f22;5fwy;3m3f;4f2q;6njn;3dp4;4f39;4f3g;6njm;4f29;3p3w;3dln;3lsw;4f1y;6flr;3rt6;4f31;4f2o;5ide;5idf
P19493,3kei;3fas;3epe;3kfm;3fat;4gpa;5fwx;3en3
P19503,7lvb
P19505,3jts
P19508,4cc9
P19515,1tgl;6qpr;3tgl;5tgl;4tgl;6qpp
P19517,5gjw;6jpb;6jp5;6jpa;6jp8;5gjv
P19518,7jpk;7jpl;8e57;5gjw;5gjv;3jbr;8e56;6jp5;6jpa;7jpw;6jp8;8e58;7jpx;6jpb;7jpv
P19524,8brh;6eyw;6ixq;1m45;1m46;6ixr;6ixo;2f6h;1n2d;6ixp
P19525,6d3k;7obl;8bi7;3uiu;8izn;6d3l;8qel;2a1a;8i9j;7obk;2a19;1qu6
P19529,4cwe
P19531,1qhp;1qho
P19532,7f09
P19536,7o37;7o3e;8pw5;7o3c;8pw6;8pw7
P19538,3hqm
P19544,4r2q;4r2e;5kl3;2jpa;6rsy;5kl4;5kl6;5kl5;5kl2;1xf7;6b0q;3myj;6blw;6b0p;6wlh;3hpj;4r2s;6b0o;4r2r;4r2p;2prt;4wuu;2jp9;7sr5;7bbg;5kl7;8isn;6b0r
P19549,1meq
P19551,2ny4;3ecb;2ny2;2ny5;2ny0;2nxz
P19554,2k7y;4p6z;1vpu
P19560,3kkr;3kks
P19564,1mnb;1biv
P19567,2ux6;1bqk;1bqr;1zib;5xmo;1zia;5ysg;2ux7;5y23;2jkw;5ztd;5z0x;6ifp;6akn;8wqz;2uxg;4yl4;8hm9;5yw3;2uxf
P19569,7o1v;9au4;6nwa;7umh;4l6v;6hqb;8asl;8asp;8am5;6uzv;4kt0;5oy0
P19571,1wpc;2d3l;2gjr;1wp6;2gjp;2d3n
P19573,7aq4;7aq5;3sbq;3sbp;6y71;6y77;6y7d;7aqa;7aq9;6y7e;3sbr;6y6y;7aq0;6rl0;7apy;6rkz;7aq3;7aq6;7aq7;7qba;7aq8;7aq2;6y72
P19576,6l0z;7fft;3jyr;6l3e;7ffw
P19588,1lul;1g7y
P19597,6vln;8fb6;6o25;8f9e;8f9v;8fb8;6ule;6o24;6o23;8f9t;8fa8;8fas;8fa6;6o29;8fba;8f9s;6o28;9hzk;6o2a;6o2c;6ulf;8f95;8f9f;8f9u;8f9w;8fan;8fat;8fb5;8fdd;8fdc;8fa7;8fa9;8fb7;6b0s;6o26;6o2b;9hzj
P19599,4qxt
P19608,1ops
P19614,1kde;1hg7;1kdf;1gzi;1jab;4ny6;3ame;4ame;9ame;8ame;2spg;1b7i;3qf6;2msj;1msi;2jia;5msi;4msi;7q3v;1b7k;3msi;7ame;6msi;1ame;2ame;9msi;8msi;9cbe;6ame;1msj;1ekl;1b7j;2msi;7msi
P19619,1mcx;1hm6
P19623,2o05;3rw9;2o0l;2o06;2o07
P19624,1ptm;1ps7;1ps6
P19632,1a0r
P19634,6zbi;6nuf;6nuc;7dsx;2kbv;6nuu;6bjf;2bec;2l0e;2ygg;7dsv;2mdf;1y4e;7dsw;2e30
P19636,3abs;5ysr;3abo;5ysn;3ao0;3abr;3abq;7xrm;3any;7xrn
P19651,1sh1;2sh1;1shi
P19652,7oub;3apv;3apw;3apx;3apu
P19656,1fk0;1fk5;1afh;1mzl;1fk7;1fk6;1fk3;1fk4;1fk2;1mzm;1fk1
P19658,5yfp;6vkl;2pfv;2b7m;2b1e
P19659,7uio;7uic;2k0n;7uik;2lpb;6aly;7uil
P19661,5f8k;4jwc;4jwd;5hau
P19665,1uer;1ues;1qnn
P19667,2dpf;2d04
P19669,3r8r
P19685,3tqj
P19696,5xl7;7u8l;5xlb;5xl5;5xlc;5xld;5xl6;5xl4;5xl8;5xla;5xl9;5xl3;5xl1;7u8j;7u8m
P19706,2drm;2drk
P19711,5wso;1s4f;5gvu;4ild;4jnt;1s48;1s49
P19712,4cbm;4cbg;4cbl;5mz4;4cbi;4cbh
P19726,3j7w;3j7v;3j7x;2xvr;3izg
P19731,1hqi
P19735,3jcm;5gap;5gan;5zwo;5zwm;5nrl
P19736,4dgw;5nrl;7oqb;7oqe;5zwo;5zwm;6g90
P19738,4z5v
P19753,3fs7;2kqy
P19783,7o37;8pw7;7o3c;8pw6;8pw5;7o3e
P19784,8qf1;6tgu;7a1z;7a2h;5yf9;7xyh;7at9;7a1b;6te2;5ywm;8q9s;5m4u;6qy8;5y9m;8qcd;6hmd;6hmb;6qy9;8qbu;8q77;7a22;8qcg;3u87;6hmc;3ofm;7atv;6hmq;5m56;6tew;5ooi;3e3b;6l20
P19793,1rxr;4poj;6a5y;4zsh;6xwh;5mk4;4cn5;4cn7;5mku;3kwy;3h0a;1xls;4rmc;4k6i;3ozj;4j5x;7bk4;4m8e;4n8r;2p1u;3r5m;6l6k;4oc7;1fm9;6sjm;3fug;4zo1;1g5y;2nll;3e94;5z12;5tbp;5mkj;6lb4;4nqa;6xwg;6fbr;6sti;2zxz;1ynw;3uvv;6jnr;4k4j;4m8h;1by4;2p1t;5mj5;5ji0;6lb6;3r2a;3e00;4rmd;1rdt;1mvc;3nsq;1xvp;4rfw;4j5w;7uw4;3pcu;3fal;6hn6;6a5z;6a60;5ec9;1mv9;3nsp;5mmw;4pp5;2acl;8hbm;4rme;1dsz;1fm6;4n5g;5uan;3oap;7nke;8pp0;4cn2;4cn3;4poh;1mzn;1xv9;1k74;5zqu;7b9o;7uw2;3dzy;2p1v;4pp3;3fc6;7cfo;1r0n;7a77;2zy0;6fbq;3r29;1fby;1g1u;5lyq;6jno;6lb5;7b88;3dzu
P19800,8ova;8ove
P19801,3mph;3hig;3hi7;3hii;3k5t
P19803,5fr2;1ajw;1gdf;5fr1;1doa
P19808,3cpr
P19809,1f00;6tpl;1f02;6tqd;2mpw;1e5u
P19810,2i9f
P19811,1mbm;5hc1;5f17;2l8k;4ium;4n0n;5hbz;4n0o
P19812,3nis;3nih;3nit;3nin;3nil;7mex;6kgi;3nik;3nii;3nij;7mey;3nim
P19814,8t1o;4ikn
P19821,5e41;3m8r;4c8o;8xk7;4cch;6fbf;6fbh;5ktq;1qsy;4dlg;4dfk;3rrg;1jxe;1taq;5szt;4elu;5o7t;1tau;4ktq;4dle;4df8;4c8m;3lwm;5yte;4elv;6fbe;6fbg;5ytf;5w6q;1qtm;5z3n;4elt;3t3f;3ktq;6q4u;4c8n;4bwj;3rr7;2ktq;4dfm;1ktq;3po4;4df4;5yth;1qss;4n5s;5ytd;3oju;3po5;4n56;3sv3;6fbi;3m8s;3ojs;5ytg;3rrh;4c8l;3sv4;3rtv;3lwl;5nkl;4dfp;7owf;4xiu;3rr8;3syz;3sz2;4bwm;6fbd;5ytc;4dfj;5oxj;6q4v;5w6k;4c8k;3py8;6fbc;1bgx
P19824,6h7g
P19827,6fpz;6fpy
P19831,2zfb
P19833,8spk
P19835,6h0t;1jmy;6h19;6h1a;1f6w;6h18;6h0v
P19836,3hl4;1peh;4mvc;4mvd;1pei
P19838,1mdk;1svc;8tqd;7rg5;7let;1nfi;1mdi;7leq;7lfc;1mdj;3gut;7rg4;2dbf;2o61;7lf4
P19841,7xc6
P19843,7znq;7o13;7o11;7osi;7o16;7o15;7o0y;7o14;7o12;7o10;7osh;7o17;7qba;7osf;7osg;7osj
P19844,7o16;7osf;7o13;7o11;7o10;7osj;7osh;7osg;7qba;7o15;7o14;7o0z;7osi;7znq;7o12;7o17;7o0y
P19845,7osg;7o0y;7qba;7o17;7o13;7o12;7osi;7o14;7o11;7o10;7osh;7o15;7o16;7znq;7osf;7o0z;7osj
P19851,1n6t
P19866,1rm4;7q55;1rm5;7q56;7q54;2pkq;2pkr;7q57;1jn0;2hki;7q53;1rm3;1nbo
P19871,1hxh
P19873,1mit;1tin;1hym
P19875,8xxh;8xvu;5ob5;1qnk
P19876,8xx3;8xwf
P19878,8wej;1oey;1e96;1k4u;1hh8;2dmo;1wm5
P19880,1sse
P19883,3hh2;2b0u;5jhw;2p6a
P19893,6k5t;6k5r
P19896,7vs5;8gmo;1yue;7vrt;5vf3
P19899,2zah
P19909,6uuh;2khu;2on8;3fil;1gb4;1zxh;8tfr;9avo;9awe;1fd6;6njf;6nlb;1qkz;4oza;4ozb;3v3x;3ui3;6wfw;6o41;6hpj;1p7f;6oc7;5hg2;4wh4;9fa8;2kn4;2kq4;2kwd;2khw;6kmc;8dij;8umb;1fcc;6u8c;2jsv;5lde;2n9k;2lum;6w00;1gjt;2onq;2gi9;6nl9;6c9o;7da8;2qmt;5bmi;6uyg;5hfy;6cpz;8ums;8um9;6nl6;6nl8;6che;5hi1;1fcl;5bmg;1p7e;2igg;5ucf;2ju6;6hka;6cte;5ub0;5ubs;1gjs;6nla;4ozc;9bde;2i2y;2n9l;5uce;8um7;6nl7;1uwx;5bmh;8uma;8wcj
P19913,1ffv;1ffu
P19914,1ffu;1ffv
P19915,1ffv;1ffu
P19919,1n5w;1n60;1n63;1n62;1n61;1zxi
P19920,1zxi;1n61;1n63;1n5w;1n62;1n60
P19921,1zxi;1n62;1n61;1n63;1n60;1n5w
P19926,1nt4;6rmr
P19931,2hfd
P19934,3qdp;1tol;1s62;3qdr
P19938,3daa;1daa;5daa;2dab;1a0g;1g2w;3lqs;4daa;2daa
P19946,7sae;7qv3;6ppk;7ope;7s9u;8r55;8qcq;9bs0;7aqc;3j9w;9bss;8s1p;3j3w;7qgu;7as8;6ppf;7qh4;7qv1;6htq;8s1u;6tpq;6ha1;6ha8;7aqd;3j3v;6pvk;5njt;7as9;9bsl;8qpp;6tnn;8buu;7qv2;7o5b
P19947,7qv3;7as8;6ha8;6tnn;7qv2;7as9;8qcq;6ppf;6ppk;6htq;5njt;8qpp;7s9u;7sae;8r55;7aqc;7aqd;9bsl;9bs0;9bss;8buu;3j9w;7ope;8s1u;7qh4;6ha1;7qv1;8s1p;3j3v;7o5b;6tpq;7qgu
P19949,8rjb;8rjc;5lzv;6p5i;7o7z;7o81;7nwh;6hcf;6hcq;7nfx;6p5j;8btk;5lzu;7oyd;7mdz;7o7y;7nwg;7qwq;6r5q;6sgc;7ucj;8scb;6d9j;6p5k;5lzy;6p5n;6hcm;7nwi;7tm3;9bdl;6ftj;6mtc;6mtd;6r6g;6mte;7o80;7zjw;7zjx;8rjd;6r6p;6fti;5lzt;8bhf;5lzx;6r7q;6mtb;6hcj;7toq;9bdn;7qwr;3jag;5lzw;5lzz;7a01;9bdp;6ftg;7obr;7tut;8p2k;7uck;3jah;6zvk;6t59;8b5l;8bpo;3jai;7tor;8b6c;8vft;6d90;7qws;5lzs
P19954,6eri;5mmj;5mmm;5x8r;5x8p
P19957,2rel;6atu;1fle
P19971,2wk5;2j0f;2wk6;1uou
P19972,1kvd;1kve
P19984,2acg;1f2k
P19992,2hsd;1hdc
